,original_language,poster_path,release_date,genre_ids_x,video,original_title,id,title,vote_average,adult,vote_count,backdrop_path,popularity,overview,cast,director,keywords,genre_ids_y,name
34,en,/aL135wn7MDLx7Bi1u6p8RxW0zs3.jpg,2021-07-28,"[12, 14, 35, 28]",False,Jungle Cruise,451048,Wyprawa do dżungli,7.7,False,3471,/7WJjFviFBffEJvkAms4uWwbcVUk.jpg,554.048,"Miłośniczka nauki Lily pragnie odnaleźć legendarne drzewo o niezwykłych właściwościach leczniczych, które mogłoby zmienić świat medycyny. W tym celu udaje się w podróż z Londynu do Amazonii, gdzie zatrudnia tajemniczego Franka. Tylko na jego zrujnowanej, choć uroczej, łodzi La Quila mają szansę dotrzeć do celu. Pozornie całkowicie niedobrana para bohaterów w czasie wspólnej wyprawy będzie musiała zmierzyć się z nadprzyrodzonymi siłami kryjącymi się w zwodniczym pięknie bujnego lasu deszczowego. Im Lily i Frank będą bliżej odkrycia tajemnicy zaginionego drzewa, tym usilniej los będzie ich wystawiał na coraz cięższe próby, kładąc na szali nie tylko ich życie, ale i całej ludzkości.","['Dwayne Johnson', 'Emily Blunt', 'Edgar Ramírez']",['Jaume Collet-Serra'],"['jungle', 'riverboat', '1910s']","[28, 12, 35, 14]","['Akcja', 'Przygodowy', 'Komedia', 'Fantasy']"
35,en,/lDYIrLtHei2x5qW5jPNyNL4sS43.jpg,2021-06-17,"[16, 35, 10751, 14]",False,Luca,508943,Luca,8.0,False,5230,/620hnMVLu6RSZW6a5rwO8gqpt0t.jpg,564.201,"""Luca"" to najnowsza animacja studia Disney/Pixar, której akcja rozgrywa się w pięknym nadmorskim miasteczku na Riwierze Włoskiej. Pełen niezwykłych przygód film opowiada o dorastaniu dwójki przyjaciół. Chłopcy wspólnie przeżywają niezapomniany letni czas, który upływa im na niekończących się przejażdżkach na skuterze i delektowaniu się lodami. Jednak ich beztroską zabawę może w każdej chwili zepsuć ujawnienie głęboko skrywanego sekretu. Obaj są potworami morskimi z innego świata znajdującego się tuż pod powierzchnią wody.","['Jacob Tremblay', 'Jack Dylan Grazer', 'Emma Berman']",['Enrico Casarosa'],"['italy', 'monster', 'secret']","[35, 16, 10751, 14]","['Komedia', 'Animacja', 'Familijny', 'Fantasy']"
36,en,/wIm5S6Blkb0qDMTGVu80VWSrQV1.jpg,2021-09-03,"[878, 53, 9648]",False,Zone 414,675319,Zone 414,5.6,False,104,/gxr3YtExqUPCJCj9GL1FXNcX9Fl.jpg,610.755,"Niedaleka przyszłość. Kiedy twórcy Strefy 414 (kolonii supernowoczesnych robotów humanoidalnych) zaginęła córka, postanawia on zatrudnić prywatnego detektywa Davida Carmichaela, który ma ją odnaleźć i sprowadzić do domu. Aby wytropić swój cel, David łączy siły z Jane, wysoce zaawansowaną i świadomą siebie sztuczną inteligencją. Poszukiwania zaginionej pozwolą im odkryć zbrodnię, która zakwestionuje powszechną wiedzę o Strefie 414 i odsłoni prawdziwy cel powstania „Miasta robotów”.","['Guy Pearce', 'Matilda Anna Ingrid Lutz', 'Travis Fimmel']",['Andrew Baird'],"['android', 'beat cop', 'synth']","[878, 53, 9648]","['Sci-Fi', 'Thriller', 'Tajemnica']"
37,en,/f3simt2nobpDrv44MoRQSFpuyJa.jpg,2021-07-28,"[28, 12, 14]",False,The Suicide Squad,436969,Legion Samobójców: The Suicide Squad,7.8,False,4925,/jlGmlFOcfo8n5tURmhC7YVd4Iyy.jpg,542.48,"Witajcie w piekle, zwanym też Belle Reve. Jest to więzienie z największym odsetkiem zgonów w Stanach Zjednoczonych Ameryki. Trzymani są tu najgorsi superzłoczyńcy, którzy posuną się do wszystkiego, żeby odzyskać wolność. Nawet do wstąpienia do supertajnej i superszemranej Jednostki Uderzeniowej X. Dzisiejsze zadanie z rodzaju wykonaj albo zgiń? Zebrać oddział przestępców, w tym Bloodsporta, Peacemakera, Kapitana Boomeranga, Ratcatcher Drugą, Savanta, King Sharka, Blackguarda, Javelina i ulubioną świruskę każdego, Harley Quinn. Następnie uzbroić ich po zęby i zrzucić (dosłownie) na odludnej wyspie Corto Maltese, na której roi się od wrogów. Oddział, wykonując swoją misję poszukiwawczą, przedziera się przez dżunglę, w której za każdym drzewem czają się bojówkarze i partyzanci. Renegatów okiełznać może jedynie towarzyszący im pułkownik Rick Flag... oraz rządowe implanty w uszach, zdradzające każde ich posunięcie Amandzie Waller.","['Margot Robbie', 'Idris Elba', 'John Cena']",['James Gunn'],"['dc comics', 'monster', 'anti hero']","[28, 12, 14]","['Akcja', 'Przygodowy', 'Fantasy']"
38,en,/kWhXubAiIcHW0xn5GThflqaKZqh.jpg,2021-03-03,"[80, 28, 53]",False,The Vault,630004,The Vault,7.1,False,442,/eBGKU0ZLJmxtVtzESTB1mfllX1J.jpg,606.697,"Kiedy inżynier dowiaduje się o tajemniczej, nieprzeniknionej fortecy ukrytej pod Bankiem Hiszpanii, dołącza do ekipy mistrzów złodziei, którzy planują wykraść legendarny, zaginiony skarb zamknięty w środku, podczas gdy cały kraj jest rozproszony przez hiszpański finał Pucharu Świata. Tysiące fanów piłki nożnej wiwatujących na ulicach i siły bezpieczeństwa wkraczają do akcji, a ekipa ma zaledwie kilka minut, by dokonać życiowego wyczynu.","['Freddie Highmore', 'Astrid Bergès-Frisbey', 'Sam Riley']",['Jaume Balagueró'],"['spain', 'bank', 'world cup']","[28, 80, 53]","['Akcja', 'Kryminał', 'Thriller']"
39,en,/etHgFW7RTgSbgePCgRIhMUoJJwC.jpg,2021-10-01,"[16, 12, 35, 10751]",False,The Addams Family 2,639721,Rodzina Addamsów 2,7.3,False,631,/wfrfxivLOBtGMC98tIr2LSOeKSe.jpg,603.453,"U Addamsów daje o sobie znać konflikt pokoleń. Etap buntu nie omija dorastających Wednesday i Pugsleya. Choć Addamsowie niekoniecznie wpisują się w model tradycyjnej rodziny, nawet Morticię martwi, że potomkowie po raz kolejny nie stawiają się na kolacji. Jak na powrót wzniecić ogień w rodzinnym ognisku i podtrzymać więzy? Gomez wpada na genialny pomysł – wspólne wakacje i podróż nawiedzonym kamperem przez całą Amerykę! Nie będzie to jednak zwykła wycieczka krajoznawcza, gdyż na Addamsów czeka ogrom okropnie obłędnych przygód, które sprawią, że włosy staną dęba na głowie nawet Kuzynowi Coś.","['Oscar Isaac', 'Charlize Theron', 'Chloë Grace Moretz']","['Conrad Vernon', 'Greg Tiernan']","['family roleplay', 'the addams family 2']","[12, 35, 16, 10751]","['Przygodowy', 'Komedia', 'Animacja', 'Familijny']"
40,en,/7uRbWOXxpWDMtnsd2PF3clu65jc.jpg,2021-11-24,"[27, 28, 878]",False,Resident Evil: Welcome to Raccoon City,460458,Resident Evil: Witajcie w Raccoon City,6.0,False,111,/zaY1FoAc39lHWaA6jUF93t95D7O.jpg,515.415,"Niegdyś kwitnący dom giganta farmaceutycznego Umbrella Corporation, Raccoon City jest teraz umierającym miastem na Środkowym Zachodzie. Exodus firmy sprawił, że miasto stało się pustkowiem. Z wielkim złem wrzącym pod powierzchnią. Kiedy zło zostaje uwolnione, mieszkańcy miasta zostają na zawsze zmienieni. A mała grupa ocalałych musi współpracować, aby odkryć prawdę stojącą za Umbrellą i przetrwać noc.","['Kaya Scodelario', 'Robbie Amell', 'Hannah John-Kamen']",['Johannes Roberts'],"['mutant', 'biological weapon', 'quarantine']","[878, 28, 27]","['Sci-Fi', 'Akcja', 'Horror']"
41,es,/AboUXTrDWEi0PuZUqaft0iwBTm7.jpg,2020-04-03,[99],False,La Casa de Papel: el fenómeno,689249,Dom z papieru: Globalny fenomen,7.5,False,888,/uILX4gGU9OqpndR7JXENn29MoEv.jpg,548.58,"""Dom z papieru: Globalny fenomen"" to film oryginalny Netflixa pokazujący kulisy serialu ""La Casa de Papel"".","['Úrsula Corberó', 'Álvaro Morte', 'Itziar Ituño']","['Luis Alfaro', 'Pablo Lejarreta']",['behind the scenes'],[99],['Dokumentalny']
42,en,/1nRyZsPtfqhkk7KboSOT1XA0Ep7.jpg,2021-07-07,"[28, 12, 878]",False,Black Widow,497698,Czarna Wdowa,7.6,False,6189,/keIxh0wPr2Ymj0Btjh4gW7JJ89e.jpg,521.6,"W wyniku niebezpiecznego spisku i podejrzanych powiązań sprzed czasów drużyny Avengers, Natasha Romanoff aka Czarna Wdowa musi skonfrontować się z mrocznymi echami swojej przeszłości. Bohaterka stawia czoła groźnemu, potężnemu przeciwnikowi, który nie cofnie się przed niczym, by ją zniszczyć.","['Scarlett Johansson', 'Florence Pugh', 'Rachel Weisz']",['Cate Shortland'],"['spy', 'assassin', 'hero']","[878, 28, 12]","['Sci-Fi', 'Akcja', 'Przygodowy']"
43,en,/zy40j2py8vhSg6pG40Refhab2Kb.jpg,2014-04-16,"[28, 12, 14]",False,The Amazing Spider-Man 2,102382,Niesamowity Spider-Man 2,6.4,False,10001,/iWrDibFusV4JEz5Qw79RuWSGfX4.jpg,479.401,"Wspaniale jest być Spider-Manem (Andrew Garfield). Dla Petera Parkera nic nie może się równać z uczuciem, jakiego doświadcza, kiedy kołysze się między drapaczami chmur, będąc bohaterem, lub spędzając czas z Gwen (Emma Stone). Lecz bycie Spider-Manem ma swoją cenę: tylko Spider-Man może ochronić Nowojorczyków przed budzącymi grozę złoczyńcami, którzy zagrażają miastu. Wraz z pojawieniem się Electro (Jamie Foxx), Peter musi stawić czoła wrogowi daleko bardziej potężnemu niż on sam. Kiedy powraca jego stary przyjaciel Harry Osborn (Dane DeHaan), Peter uświadamia sobie, że jego wszyscy wrogowie mają ze sobą jedną rzecz wspólną: Oscorp.  [opis dystrybutora dvd]","['Andrew Garfield', 'Emma Stone', 'Jamie Foxx']",['Marc Webb'],"['obsession', 'experiment', 'sequel']","[28, 12, 14]","['Akcja', 'Przygodowy', 'Fantasy']"
44,en,/xvlUkpbFKmjxMkPoUnSqVAqVcyO.jpg,2021-05-26,"[35, 80]",False,Cruella,337404,Cruella,8.2,False,6076,/kmuSGNlF9mfNHIDOEVEWPj6f3Ak.jpg,452.689,"W latach 70-tych w Londynie, w czasach rewolucji punk rocka, młoda oszustka Estella jest zdecydowana na zdobycie sławy dzięki swoim projektom. Zaprzyjaźnia się z parą młodych złodziejaszków, którzy doceniają jej apetyt na psoty i wspólnie budują sobie życie na londyńskich ulicach. Pewnego dnia talent Estelli do mody wpada w oko baronowej von Hellman, legendzie mody, która jest diabelnie szykowna i przerażająco haute. Ale ich związek uruchamia bieg wydarzeń i odkryć, które sprawią, że Estella przyjmie swoją nikczemną stronę i stanie się szaloną, modną i żądną zemsty Cruellą.","['Emma Stone', 'Emma Thompson', 'Joel Fry']",['Craig Gillespie'],"['1970s', 'anti hero', 'villain']","[35, 80]","['Komedia', 'Kryminał']"
45,en,/q9seDtjnWP9Qdsx6ps3wXft639z.jpg,2007-05-01,"[14, 28, 12]",False,Spider-Man 3,559,Spider-Man 3,6.3,False,10642,/6MQmtWk4cFwSDyNvIgoJRBIHUT3.jpg,467.974,"W filmie ""Spider-Man 3"", Peter Parker (Tobey Maguire) ostatecznie odnalazł równowagę pomiędzy swoimi uczuciami do M.J. (Kirsten Dunst), a obowiązkami super bohatera. Na horyzoncie gromadzą się jednak czarne chmury. Kiedy kostium Parkera nagle zmienia kolor na czarny, a jego moc staje się jeszcze większa, metamorfozie ulega również sam człowiek-pająk. Ujawnia się mroczna osobowość Spider-Mana. Na skutek nieujarzmionej pychy, Peter zaczyna zaniedbywać ludzi, na których zależy mu najbardziej. Co gorsza, nie ma czasu na namysły, bowiem miastu i jego najbliższym zagraża nie jeden, a dwa wyjątkowo złośliwe czarne charaktery, Sandman (Thomas Haden Church) i Venom (Topher Grace). Zmuszony do dokonania wyboru między kuszącą mocą nowego kostiumu, a dawnym życiem, Parker musi odnaleźć w sobie prawdziwego bohatera, pokonać wrogów i własne demony.  [opis dystrybutora dvd]","['Tobey Maguire', 'Kirsten Dunst', 'James Franco']",['Sam Raimi'],"['loss of loved one', 'dual identity', 'amnesia']","[28, 12, 14]","['Akcja', 'Przygodowy', 'Fantasy']"
46,en,/nkayOAUBUu4mMvyNf9iHSUiPjF1.jpg,2021-04-07,"[28, 14, 12]",False,Mortal Kombat,460465,Mortal Kombat,7.3,False,4105,/9yBVqNruk6Ykrwc32qrK2TIE5xw.jpg,446.454,"Zawodnik mieszanych sztuk walki Cole Young przywykł do tego, że obrywa za pieniądze. Nie ma jednak pojęcia o swoim pochodzeniu i nie wie, dlaczego władca Zaświatów Shang Tsung nasłał na niego swojego najlepszego wojownika, Sub-Zero, kriomancera z innego wymiaru. W obawie o bezpieczeństwo rodziny Cole udaje się na poszukiwanie Sonyi Blade, poleconą mu przez Jaxa. Ten major sił specjalnych ma takie samo dziwne znamię w kształcie smoka, z jakim urodził się Cole. Wkrótce Cole trafia do świątyni Lorda Raidena, jednego ze Starszych Bóstw i obrońcy Ziemi, zapewniającego schronienie tym, którzy mają smocze znamię.","['Lewis Tan', 'Jessica McNamee', 'Josh Lawson']",['Simon McQuoid'],"['saving the world', 'magic', 'ninja fighter']","[28, 12, 14]","['Akcja', 'Przygodowy', 'Fantasy']"
47,en,/tAq3IAt2h7JKIqubdw0VbbdM6C.jpg,2021-04-22,"[28, 80, 53]",False,Wrath of Man,637649,Jeden gniewny człowiek,7.8,False,2748,/70AV2Xx5FQYj20labp0EGdbjI6E.jpg,502.877,"Kalifornijska firma zajmująca się transportowaniem cennych ładunków, głównie milionów w gotówce, popada w coraz większe kłopoty. W ciągu ostatnich miesięcy kilka jej konwojów zostało napadniętych, ograbionych, a ochraniające je ekipy wymordowano. W takich okolicznościach do firmy dołącza H milczący twardziel o niejasnej przeszłości, ale o nieocenionych kompetencjach. Jego zadaniem jest podniesienie bezpieczeństwa konwojów i wykrycie sprawców napadów. Wkrótce okaże się jednak, że jego prawdziwym celem jest zemsta. H odkrywa, że za napady odpowiada gang, którego ludzie kilka miesięcy temu zabili jego syna. Wkrótce ulice LA spłyną krwią, bo dla H „oko za oko” to za mało.","['Jason Statham', 'Holt McCallany', 'Josh Hartnett']",['Guy Ritchie'],"['robbery', 'crime boss', 'revenge']","[28, 80, 53]","['Akcja', 'Kryminał', 'Thriller']"
48,en,/gSZyYEK5AfZuOFFjnVPUCLvdOD6.jpg,2002-05-01,"[14, 28]",False,Spider-Man,557,Spider-Man,7.2,False,14500,/sWvxBXNtCOaGdtpKNLiOqmwb10N.jpg,436.448,"Przeciętny nastolatek, Peter Parker (Tobey Maguire) przeistacza się w superbohatera pod wpływem ukąszenia przez radioaktywnego pająka. Kiedy jego ukochany wuj zostaje brutalnie zamordowany przez włamywaczy, Peter przysięga sobie, że użyje swoich niezwykłych sił, aby pomścić jego śmierć. Znany odtąd jako ""Spider-Man"", Peter rozpoczyna walkę ze zbrodnią, co prowadzi do nieuchronnego konfliktu ze złowrogim Zielonym Goblinem (Willem Dafoe).  [opis dystrybutora dvd]","['Tobey Maguire', 'Willem Dafoe', 'Kirsten Dunst']",['Sam Raimi'],"['new york city', 'loss of loved one', 'adolescence']","[28, 14]","['Akcja', 'Fantasy']"
49,en,/lzPPb2N8WPGF9bAmQYOrmA6jYN5.jpg,2021-07-08,"[16, 10751, 35, 878]",False,Space Jam: A New Legacy,379686,Kosmiczny mecz: Nowa era,7.2,False,2651,/8s4h9friP6Ci3adRGahHARVd76E.jpg,447.06,"LeBron James i jego młodszy syn Dom zostają uwięzieni w przestrzeni cyfrowej przez zbuntowaną sztuczną inteligencję. Sportowiec musi bezpiecznie wrócić z synem do domu, prowadząc Bugsa, Lolę i całą paczkę notorycznie niezdyscyplinowanych bohaterów Looney Tunes do zwycięstwa na koszykarskim parkiecie z drużyną cyfrowych mistrzów, stworzonych przez sztuczny umysł. Takiej parady gwiazd profesjonalnej koszykówki jeszcze nie widzieliście. Tunes kontra Goons to mecz o najwyższą stawkę, który odmieni relację LeBrona z synem i udowodni, jaką moc ma zwykłe bycie sobą. Gotowe do akcji animki odrzucają konwencję, wykorzystują swoje wyjątkowe talenty, i zaskakują nawet samego „Króla” Jamesa, rozgrywając mecz po swojemu.","['LeBron James', 'Don Cheadle', 'Cedric Joe']",['Malcolm D. Lee'],"['sports', 'basketball', 'cartoon']","[878, 35, 16, 10751]","['Sci-Fi', 'Komedia', 'Animacja', 'Familijny']"
50,en,/vdHDqm83bbig5abV9tUbJ5UK3Jy.jpg,2021-11-11,"[35, 14, 12, 878]",False,Ghostbusters: Afterlife,425909,Pogromcy duchów. Dziedzictwo,7.4,False,250,/qknLmBKDyjGMC40b7ZehqdfIi2A.jpg,406.484,"Samotna matka i jej dwoje dzieci przybywają do małego miasteczka, gdzie odkrywają tajemnicze połączenie z oryginalnymi pogromcami duchów oraz sekretny spadek, który pozostawił im dziadek.","['Finn Wolfhard', 'Mckenna Grace', 'Paul Rudd']",['Jason Reitman'],"['small town', 'ghostbuster', 'nostalgia']","[878, 12, 35, 14]","['Sci-Fi', 'Przygodowy', 'Komedia', 'Fantasy']"
51,en,/qmJGd5IfURq8iPQ9KF3les47vFS.jpg,2021-10-14,"[27, 53]",False,Halloween Kills,610253,Halloween zabija,6.9,False,1299,/fuuZFPc8x6gQ8mLGoBp9vrmcQMT.jpg,483.999,"Laurie wierzy, że w końcu pokonała swojego prześladowcę. Okazuje się jednak, że jej gehenna wcale się nie skończyła.","['Jamie Lee Curtis', 'Judy Greer', 'Andi Matichak']",['David Gordon Green'],"['halloween', 'vigilante', 'sequel']","[53, 27]","['Thriller', 'Horror']"
52,en,/aszvPHYxxKeRRFZ7OzTvGxECRne.jpg,2021-07-14,"[28, 53, 80]",False,Gunpowder Milkshake,574060,Zabójczy koktajl,6.5,False,401,/mR4PeGrxdEoAc1i5kN7Q2lOFAA5.jpg,481.531,"Sam - płatna zabójczyni, chce dopaść grupę która wydała na nią wyrok śmierci.","['Karen Gillan', 'Lena Headey', 'Chloe Coleman']",['Navot Papushado'],"['assassin', 'hitwoman', 'mother daughter estrangement']","[28, 80, 53]","['Akcja', 'Kryminał', 'Thriller']"
53,en,/5xhAPxRr64oQPEFnUOrttuI4ZEU.jpg,2021-06-30,[27],False,The Deep House,672582,The Deep House,6.4,False,309,/4WPg1vB0OoSWPDrECEMMYFiLIK9.jpg,479.729,"Nurkując w odległym francuskim jeziorze para YouTuberów, specjalizujących się w filmach z podwodnych eksploracji, odkrywa dom zanurzony w głębokiej wodzie. To, co początkowo było wyjątkowym odkryciem, szybko zamienia się w koszmar, gdy odkrywają, że dom był miejscem potwornych zbrodni.","['James Jagger', 'Camille Rowe', 'Eric Savin']","['Alexandre Bustillo', 'Julien Maury']","['france', 'diving', 'lake']",[27],['Horror']
54,en,/xoNWf2GnEF87a8SbpB1NvhX2zr0.jpg,2021-03-06,"[28, 53]",False,American Badger,768449,American Badger,5.8,False,18,/6xCOWFIb1Za7jeP6rqw7SfPgkNX.jpg,460.347,"Profesjonalny zabójca ma za zadanie zaprzyjaźnić się z kobietą, która jest blisko albańskiego szefa mafii. Sprawy się komplikują, kiedy będzie musiał ją zlikwidować.","['Andrea Stefancikova', 'Michael Kopsa', 'Milan Stefancik']",['Kirk Caouette'],"['martial arts', 'assassin', 'fight']","[28, 53]","['Akcja', 'Thriller']"
55,en,/nhusky2UKjxexSuKblqAxNJWUNx.jpg,2018-09-28,"[878, 28]",False,Venom,335983,Venom,6.8,False,12406,/VuukZLgaCrho2Ar8Scl9HtV3yD.jpg,384.417,"Historia ewolucji najbardziej tajemniczej, złożonej i niegodziwej postaci z uniwersum Marvela - Venoma! Dziennikarz Eddie Brock (Tom Hardy) latami próbował zdemaskować niecne działania firmy prowadzonej przez naukowca Carltona Drake’a (Riz Ahmed), aż stało się to jego obsesją i zniszczyło mu karierę oraz związek z Anne (Michelle Williams). Załamany po stracie pracy i narzeczonej Brock staje się niespodziewanie nosicielem obcego symbionta, za sprawą którego otrzymuje nadzwyczajne super moce. Nieprzewidywalny, mroczny i agresywny Venom przeraża Brocka, ale też inspiruje i kusi nowymi możliwościami. Obaj toczą walkę starając się przejąć kontrolę nad sobą nawzajem, jednocześnie coraz bardziej się ze sobą scalając. Czy Brock znajdzie dość siły, by zwalczyć zło i czy uda mu się pokonać daleko bardziej potężnego i lepiej uzbrojonego symbionta, Riota?  [opis dystrybutora dvd]","['Tom Hardy', 'Michelle Williams', 'Riz Ahmed']",['Ruben Fleischer'],"['san francisco, california', 'spacecraft', 'anti hero']","[878, 28]","['Sci-Fi', 'Akcja']"
56,en,/bDZo4Heb43EOBmL8wMPW9ss9mm0.jpg,2021-03-24,"[28, 14, 878]",False,Godzilla vs. Kong,399566,Godzilla vs. Kong,7.9,False,7288,/inJjDhCjfhh3RtrJWBmmDqeuSYC.jpg,386.748,"Kong i jego obrońcy podejmują niebezpieczną wyprawę w celu odnalezienia prawdziwego domu kolosa. Towarzyszy im Jia, młoda sierota, którą z Kongiem łączy wyjątkowa i silna zażyłość. Niespodziewanie na drodze ekspedycji staje wściekła Godzilla, siejąc zniszczenie po całym globie. Monumentalne starcie tych dwóch tytanów, zaaranżowane przez pozostające w ukryciu siły, jest zaledwie początkiem tajemnicy, której rozwiązanie leży głęboko w jądrze Ziemi.","['Alexander Skarsgård', 'Millie Bobby Brown', 'Rebecca Hall']",['Adam Wingard'],"['giant monster', 'king kong', 'dinosaur']","[878, 28, 14]","['Sci-Fi', 'Akcja', 'Fantasy']"
57,en,/uWb1OWabm8YSoLp1JGeJl0fF7DT.jpg,2018-12-06,"[28, 12, 16, 878, 35]",False,Spider-Man: Into the Spider-Verse,324857,Spider-Man Uniwersum,8.4,False,10282,/6qVF0gnLnbKCgcMfCpCB8GH7B5I.jpg,511.041,"Miles Morales jest nastolatkiem, który odkrywa w sobie moce podobne do tych, jakimi posługuje się Spider-Man, podobnie zresztą jak on, jest superbohaterem; nazywany jest często Ultimate Spider-Man, działa w uniwersum zwanym Ziemia-1610. Jest nadzwyczajnie silny, potrafi wdrapywać się po ścianach, ma pajęczy zmysł i umiejętność paraliżowania wroga.","['Shameik Moore', 'Jake Johnson', 'Hailee Steinfeld']","['Rodney Rothman', 'Peter Ramsey', 'Bob Persichetti']","['superhero', 'based on comic', 'aftercreditsstinger']","[878, 28, 12, 35, 16]","['Sci-Fi', 'Akcja', 'Przygodowy', 'Komedia', 'Animacja']"
58,en,/qClQm18fFrDNnWArrSDElA9kwJi.jpg,2020-11-25,"[16, 10751, 12, 14, 35]",False,The Croods: A New Age,529203,Krudowie 2: Nowa era,7.6,False,2678,/fmIp40ev4VGquK2bMo52PQgaV2d.jpg,374.08,"Pierwsza prehistoryczna rodzina jest gotowa na kolejną niezapomnianą przygodę! Krudowie przeżyli bestie z kłami, klęski żywiołowe, a nawet młodą miłość, jednak teraz muszą stawić czoła jeszcze większemu wyzwaniu: kolejnej rodzinie! W poszukiwaniu nowego domu Krudowie odkrywają otoczony murami raj stworzony przez rodzinę Bettermanów (z naciskiem na ""better""). Różnice między rodzinami przeradzają się w zaciekłą kłótnię, gdy jednak nowe zagrożenie zmusza obie rodziny do wzięcia udziału w epickiej przygodzie muszą nauczyć się współpracować? albo wszyscy wyginą!","['Nicolas Cage', 'Emma Stone', 'Ryan Reynolds']",['Joel Crawford'],"['sequel', 'prehistory']","[12, 35, 16, 10751, 14]","['Przygodowy', 'Komedia', 'Animacja', 'Familijny', 'Fantasy']"
