,original_language,poster_path,release_date,genre_ids_x,video,original_title,id,title,vote_average,adult,vote_count,backdrop_path,popularity,overview,cast,director,keywords,genre_ids_y,name
1083,en,/voUkWgo2FCtlNWOw1WEccZ2TEBA.jpg,2009-05-20,"[12, 14, 28, 35, 10751]",False,Night at the Museum: Battle of the Smithsonian,18360,Noc w muzeum 2,6.1,False,5623,/sr06ENS33e5mR2ZZMHPUg5c5qpE.jpg,46.065,"Gdy zapada noc, przewodnicy kończą pracę i idą do domu, a szkolne wycieczki kończą zwiedzanie, w waszyngtońskim Instytucie Smithsonian dzieje się coś niezwykłego. Nocny strażnik Larry Daley (w tej roli Ben Stiller) przeżyje największą przygodę swego życia. W drugiej części „Nocy w muzeum"" Larry stoczy epicką walkę, która mogła się odbyć tylko w największym kompleksie muzealnym na świecie. Daley będzie musiał stanąć w obronie przyjaciół-eksponatów.","['Ben Stiller', 'Amy Adams', 'Owen Wilson']",['Shawn Levy'],"['museum', 'duringcreditsstinger', 'amelia earhart']","[28, 12, 35, 10751, 14]","['Akcja', 'Przygodowy', 'Komedia', 'Familijny', 'Fantasy']"
1084,en,/3SD40xDyTXfftVmnWkffoAJP4m.jpg,1956-10-05,"[18, 36]",False,The Ten Commandments,6844,Dziesięcioro przykazań,7.7,False,1050,/rKiNFQYpe0qPbVKkBWbUJAVtNl.jpg,42.16,"W historii kina tylko nieliczne produkcje mogą się równać rozmachem z ""Dziesięciorgiem przykazań"" (1956) - wyreżyserowanym przez Cecila B. DeMillea remakiem jego własnego filmu. To monumentalne widowisko kręcono w Egipcie oraz na Gorze Synaj, a na jego potrzeby powstał jeden z największych planów filmowych jakie kiedykolwiek zbudowano. Jest to biblijna opowieść o życiu Mojżesza (Charlton Heston), który wychowany na dworze faraona (Yul Brynner) odrzuca bogactwo i zaszczyty, by poprowadzić swój lud ku wolności.","['Charlton Heston', 'Yul Brynner', 'Anne Baxter']",['Cecil B. DeMille'],"['moses', 'israel', 'egypt']","[18, 36]","['Dramat', 'Historyczny']"
1085,en,/kXj2Qrfm994yLeuADqbOieU1mUH.jpg,2019-10-25,"[16, 14, 12, 28, 10751]",False,How to Train Your Dragon: Homecoming,638507,Jak wytresować smoka: Święta w domu,8.2,False,632,/lI2AHx0QQrNnEkUqUG01QHUdLDW.jpg,45.719,"Kiedy staje się jasne, że najmłodsze pokolenia wikingów nie pamiętają więzi, jaka kiedyś łączyła ludzi i smoki, Czkawka postanawia uczcić pamięć o smokach specjalnym widowiskiem podczas wyjątkowych obchodów święta Snoggletoga i zostaje mile zaskoczony wizytą niespodziewanego gościa.","['Jay Baruchel', 'America Ferrera', 'Gerard Butler']",['Tim Johnson'],"['dragon', 'short film']","[28, 12, 16, 10751, 14]","['Akcja', 'Przygodowy', 'Animacja', 'Familijny', 'Fantasy']"
1086,en,/8O3SxzC1BDvvsTiTylAsX69sxbC.jpg,2013-05-05,"[28, 12, 878]",False,Star Trek Into Darkness,54138,Star Trek: W Ciemność,7.3,False,7767,/1aS7a9rwrUh6RuDq2A9VowxE9os.jpg,40.363,"Kiedy załoga Enterprise zostaje wezwana do domu okazuje się, że niepowstrzymana siła terroru pochodząca z ich własnej organizacji zdetonowała flotę i wszystko co ona symbolizowała, pozostawiając świat w kryzysie. Mając osobiste rachunki do wyrównania, kapitan Kirk prowadzi polowanie w świecie ogarniętym wojną mające na celu schwytanie jednego człowieka - broni masowego rażenia. W miarę jak nasi bohaterowie zostają uwikłani w niebezpieczną grę na śmierć i życie, miłość zostanie poddana próbie, przyjaźnie zerwane i ofiary poczynione w imię jedynej rodziny jaka pozostała Kirkowi: jego załogi.","['Chris Pine', 'Zachary Quinto', 'Zoe Saldana']",['J.J. Abrams'],"['spacecraft', 'friendship', 'sequel']","[878, 28, 12]","['Sci-Fi', 'Akcja', 'Przygodowy']"
1087,en,/1HcOyMODYZXnncMikfhYkw3x2ss.jpg,2011-11-02,"[28, 35]",False,Tower Heist,59108,Tower Heist: Zemsta Cieciów,6.0,False,2318,/6uYeqJ3Zoa8iWlIcesrLDBykTks.jpg,38.355,"Gwiazdy ekranu - Ben Stiller i Eddie Murphy - tym razem w rozgrywającej się w Nowym Jorku komedii o pracownikach obsługujących wielki apartamentowiec, którzy szykują zemstę na oszuście z Wall Street i na własną rękę próbują wyrównać z nim rachunki. Obsługa luksusowego apartamentowca przy Central Parku zwanego „Tower” dowiaduje się, iż  miliarder, właściciel Penthousa w tym wieżowcu zdefraudował pieniądze odkładane przez nich na emeryturę. Pracownicy decydują, iż musi to zostać pomszczone i planują wariacki skok, aby odzyskać swoje pieniądze.  [opis dystrybutora dvd]","['Ben Stiller', 'Eddie Murphy', 'Casey Affleck']",['Brett Ratner'],"['new york city', 'skyscraper', 'fbi']","[28, 35]","['Akcja', 'Komedia']"
1088,en,/279VVx18O17mQm49nycKTTfaIbI.jpg,2018-03-23,"[18, 36]",False,"Paul, Apostle of Christ",476968,"Paweł, apostoł Chrystusa",7.4,False,234,/euAMcJLG26pW1kv4kPEtVEwwroQ.jpg,44.352,"Barwna opowieść o św. Pawle to historia jednego z najzagorzalszych przeciwników Chrystusa, nawróconego faryzeusza, który dzięki swej wierze i oddaniu stał się najważniejszym, najbardziej wpływowym apostołem. Życie Pawła to tak naprawdę sensacyjny scenariusz, na który składają się dziesiątki podróży po niemal całym świecie, niebezpieczne misje chrystianizacyjne, spiski, wielkie ucieczki, prześladowanie oraz wielokrotne uwięzienie za poglądy, a w końcu męczeńska śmierć przez ścięcie... Ale życie Pawła to także wielka nauka dla całej ludzkości, dzieje, które zmieniły ludzkość.","['Jim Caviezel', 'James Faulkner', 'Olivier Martinez']",['Andrew Hyatt'],"['roman empire', 'bible', 'nero']","[18, 36]","['Dramat', 'Historyczny']"
1089,en,/9kB56ZdMB6RgY5QtX9Bar45jCeI.jpg,2018-08-23,"[878, 28, 12, 10751]",False,A-X-L,438590,A-X-L,6.3,False,955,/l1nYo0yzKjf84atnBDbx0do16vQ.jpg,50.55,"A.X.L to ściśle tajny robot-pies, stworzony przez naukowców do ochrony żołnierzy w walkach. Wynalazek zawiera jedną z najbardziej zaawansowanych sztucznych inteligencji na świecie. Nieudany eksperyment sprawia, że maszyna wydostaje się z ośrodka badawczego i trafia na środek amerykańskich bezdroży, gdzie odnajduje ją Miles (Alex Neustaedter). Chłopak zaprzyjaźnia się z robotem i odkrywa jego funkcje specjalne, uruchamiając tryb przywiązania do partnera. Razem zaczynają tworzyć zgraną drużynę, a Miles nabiera pewności siebie, z którą miał problem. Dzięki temu poznaje Sarę (Becky G.). Przyjaciele zmuszeni są jednak stanąć oko w oko z wojskowymi, którzy pragną odzyskać swoje dzieło.","['Alex Neustaedter', 'Becky G', 'Alex MacNicoll']",['Oliver Daly'],"['technology', 'friendship', 'friends']","[878, 28, 12, 10751]","['Sci-Fi', 'Akcja', 'Przygodowy', 'Familijny']"
1090,es,/k2cSUupLrRKCDSUocPpclspvkSd.jpg,2001-08-24,"[18, 10749]",False,Lucía y el sexo,1364,Lucia i seks,6.7,False,366,/2neCPMW5BZaJ7JpR2IRTpVw5KiJ.jpg,47.065,"Lucia jest kelnerką w jednej z restauracji w centrum Madrytu. Po stracie swojego długoletniego chłopaka, pisarza, postanawia poszukać odpoczynku i schronienia na jednej z wysp Morza Śródziemnego. Tam, odpoczywając w promieniach palącego słońca i na świeżym powietrzu, powoli, zaczyna uświadamiać sobie najciemniejsze strony jej poprzedniego związku...","['Paz Vega', 'Tristán Ulloa', 'Najwa Nimri']",['Julio Medem'],"['loss of loved one', 'madrid, spain', 'waitress']","[18, 10749]","['Dramat', 'Romans']"
1091,en,/kuoP2ZykasvnO2WqN7eDfbDeXYB.jpg,2011-04-09,"[28, 12, 16, 878, 18]",False,Green Lantern: Emerald Knights,65291,Zielona Latarnia: Szmaragdowi wojownicy,6.7,False,386,/z0d353vPcrRIzcDePKOndyz9sWs.jpg,43.31,"Sześć legendarnych Zielonych Latarni, sześć połączonych ze sobą opowieści, jeden przełomowy film. Nowy, animowany, pełnometrażowy film DC Universe! W oczekiwaniu na bitwę z Kronem członkowie Korpusu Zielonej Latarni opowiadają o swoich największych przygodach nowemu rekrutowi. Zobacz wydarzenia, które zaprowadziły Korpus w Najczarniejszą Noc.","['Nathan Fillion', 'Jason Isaacs', 'Elisabeth Moss']","['Lauren Montgomery', 'Jay Oliva', 'Christopher Berkeley']","['dc comics', 'superhero', 'based on comic']","[878, 28, 12, 16, 18]","['Sci-Fi', 'Akcja', 'Przygodowy', 'Animacja', 'Dramat']"
1092,en,/f5BJCoHZVHrFCNWANfmyYTOQkKO.jpg,1995-07-14,"[12, 10751, 14]",False,The Indian in the Cupboard,11359,Indianin w kredensie,6.4,False,463,/v8pnPQwU2a1B9s2VQVP8BhIpCd8.jpg,41.504,"""Indianin w kredensie"" to wzruszająca historia dziewięcioletniego chłopca imieniem Omri, który w magiczny sposób ożywia Małego Niedźwiedzia, swą trzycalową figurkę Indianina. Wspólnie wkraczają w świat cudownej przygody pełnej dziwów i niezwykłych wrażeń.","['Hal Scardino', 'Litefoot', 'Lindsay Crouse']",['Frank Oz'],"['cupboard', 'games', 'puppet']","[12, 10751, 14]","['Przygodowy', 'Familijny', 'Fantasy']"
1093,en,/4VlXER3FImHeFuUjBShFamhIp9M.jpg,2020-04-12,"[16, 28, 14]",False,Mortal Kombat Legends: Scorpion's Revenge,664767,Mortal Kombat Legends: Scorpion's Revenge,8.3,False,1044,/vw3zNfzvnVNF7nIjpiEgcdznfeC.jpg,45.314,"Hanzo Hasashi, wojownik klanu Shirai Ryu, zostaje podstępnie zamordowany wraz z całym swoim klanem. W krainie podziemia spotyka czarnoksiężnika Quan-Chi, który oferuje mu możliwość dokonania zemsty w zamian za drobną przysługę. Hanzo - teraz już jako Scorpion - godzi się i wyrusza na tajemniczą wyspę, gdzie już wkrótce odbędzie się turniej sztuk walki, od wyniku którego zależą losy całego naszego świata.","['Patrick Seitz', 'Jordan Rodrigues', 'Jennifer Carpenter']",['Ethan Spaulding'],"['magic', 'ninja fighter', 'revenge']","[28, 16, 14]","['Akcja', 'Animacja', 'Fantasy']"
1094,en,/lsy3aEsEfYIHdLRk4dontZ4s85h.jpg,2009-06-13,"[18, 10751]",False,Hachi: A Dog's Tale,28178,Mój przyjaciel Hachiko,8.0,False,5377,/y6JA85N8DvoonwqDGWlgkr1jnU.jpg,38.476,"Film jest oparty na prawdziwych wydarzeniach. Profesor Parker Wilson (Richard Gere) za namową córki przyjmuje pod swój dach szczeniaka. Od tej pory psa i człowieka łączy niezwykła więź. Pies Hachiko codziennie odprowadza swego pana o tej samej godzinie na dworzec, a później po niego przychodzi...","['Richard Gere', 'Joan Allen', 'Sarah Roemer']",['Lasse Hallström'],"['loyalty', 'human animal relationship', 'friendship']","[10751, 18]","['Familijny', 'Dramat']"
1095,en,/fIcDjkeKcLcKuADQHK0MKl5uag2.jpg,2019-11-27,"[35, 18, 80, 9648]",False,Knives Out,546554,Na noże,7.9,False,8135,/4HWAQu28e2yaWrtupFPGFkdNU7V.jpg,45.117,"Słynny autor powieści kryminalnych Harlan Trombley zostaje znaleziony martwy w swej posiadłości dzień po 85-tych urodzinach. Śledztwo prowadzi równie elegancki, co dociekliwy detektyw Benoit Blanc. Dzień przed fatalnym zejściem Trombleya w jego posiadłości odbyła się huczna uroczystość z udziałem jego dość szczególnej rodziny.","['Daniel Craig', 'Chris Evans', 'Ana de Armas']",['Rian Johnson'],"['detective', 'massachusetts', 'immigrant']","[35, 80, 18, 9648]","['Komedia', 'Kryminał', 'Dramat', 'Tajemnica']"
1096,en,/dxnRNv9GL5tupUoVPE5lT2RdO9q.jpg,2015-11-26,"[27, 35, 14]",False,Krampus,287903,Krampus. Duch Świąt,6.1,False,1537,/vpip36rKLNonjYAZkJSPxM5RCn8.jpg,45.62,"To nie będzie białe Boże Narodzenie. W tym roku przybierze kolor krwi. Dwunastoletni Max stara się przeżyć święta, które nie kojarzą mu się ze standardowymi obrazkami z telewizji. Świątecznej atmosfery jakoś nie czuć. A to nie wszystko, bo na święta ma przyjechać rodzina. Dziwna rodzina. I tak Max traci wiarę w święta. A to poważny błąd, bo w ten sposób uruchamia lawinę zła. Zła, które nawiedzi dom i przemieni każdy świąteczny symbol w pułapkę śmierci...","['Adam Scott', 'Toni Collette', 'Allison Tolman']",['Michael Dougherty'],"['fire', 'winter', 'santa claus']","[35, 14, 27]","['Komedia', 'Fantasy', 'Horror']"
1097,en,/cQWLvx0IY5kqXrarCahz2PA2P1V.jpg,1994-07-29,"[10749, 35, 80, 14]",False,The Mask,854,Maska,6.9,False,8010,/rFzedAcbusHXdAJxJf6t523mqFk.jpg,50.712,"Stanley Ipkiss (Jim Carrey) gamoniowaty, niczym nie wyróżniający się urzędnik bankowy, wiedzie spokojne życie. Pewnego dnia znajduje tajemniczą maskę, której założenie zmienia go w nie do poznania. Staje się obrońcą pokrzywdzonych i potrzebujących pomocy. Jest przy tym wesoły, zabawny, dowcipny, a każda kobieta marzy o jego towarzystwie. Jednak nadprzyrodzona moc Stanleya nie podoba się gangsterowi Dorianowi (Peter Greene). Pragnie on zdobyć maskę.  [opis dystrybutora dvd]","['Jim Carrey', 'Cameron Diaz', 'Peter Riegert']",['Chuck Russell'],"['dual identity', 'bank', 'mockery']","[35, 80, 14, 10749]","['Komedia', 'Kryminał', 'Fantasy', 'Romans']"
1098,en,/B0S7NyqVJWMPRlufxPz5WWcmT.jpg,2018-12-13,"[53, 18, 878]",False,Bird Box,405774,Nie otwieraj oczu,6.9,False,7983,/pDKFL1zcHzEpmz4MJA5JJnRbJeD.jpg,40.422,"Tajemnicza siła dziesiątkuje światową populację i pewna jest tylko jedna rzecz — gdy to zobaczysz, odbierzesz sobie życie. W tej sytuacji Malorie mierzy się z nieznanym, próbując przy tym ocalić w sobie miłość i nadzieję. Wkrótce musi uciekać z dwójką dzieci w dół zdradliwej rzeki do jedynego miejsca mogącego zapewnić im schronienie. Jednak aby mieć szansę na przeżycie, uciekinierzy muszą odbyć całą dwudniową podróż z zasłoniętymi oczami.","['Sandra Bullock', 'Trevante Rhodes', 'Jacki Weaver']",['Susanne Bier'],"['based on novel or book', 'post-apocalyptic future', 'blindfold']","[878, 53, 18]","['Sci-Fi', 'Thriller', 'Dramat']"
1099,en,/aeQGadk75PKy4tQDUBDGzNB9Kty.jpg,2019-08-21,"[28, 53]",False,Angel Has Fallen,423204,Świat w Ogniu,6.5,False,2559,/k2WyDw2NTUIWnuEs5gT7wgrCQg6.jpg,45.675,"Gerard Butler powraca jako agent Mike Banning, który tym razem musi stawić czoła FBI i innym tajnym służbom, w walce o swoje dobre imię i życie prezydenta.  Po tragicznym ataku terrorystycznym w Londynie, zakrojona na szeroką skalę walka z terroryzmem wydaje się przynosić efekty. Agent Mike Banning wierzy, że najgorsze już za nim. Nie wie, że w najbliższym oto­czeniu prezydenta USA są ludzie, którzy chcieliby zmienić porządek panujący na świecie. Wkrótce prezydent znów staje się celem ataku dokonanego przy użyciu najnowocześniejszych technik wojskowych. Giną dziesiątki agentów, a życie głowy państwa wisi na włosku. O zaplanowanie zamachu oskarżony zostaje sam Banning.  Ścigany przez wszystkie służby, musi udowodnić swoją niewinność i udaremnić kolejny decydujący atak. Jego jedynym sprzymierzeńcem jest dawno niewidziany ojciec, unikający cywilizacji były żołnierz, który wciąż wiele mógłby swojego syna nauczyć.","['Gerard Butler', 'Morgan Freeman', 'Jada Pinkett Smith']",['Ric Roman Waugh'],"['usa president', 'sequel', 'secret service']","[28, 53]","['Akcja', 'Thriller']"
1100,it,/8uaN78CSIhmYvPwk6bTCn3jPyMX.jpg,2000-03-16,[18],False,Malèna,10867,Malena,7.4,False,1493,/jpPBtDJHIXOOYfQcidyvP42pqRL.jpg,41.002,"Jest rok 1941. Do sennego sycylijskiego miasteczka przyjeżdża przepiękna kobieta, Malena. Przyjeżdża sama, bo mąż walczy na froncie. Każde publiczne pojawienie się Maleny zamienia się w spektakl. Wszędzie towarzyszą jej pożądliwe spojrzenia mężczyzn i złośliwe plotki ich zazdrosnych żon. Za Maleną podąża też armia kościstych wyrostków na rowerach. Jeden z nich, 13-latek Renato Amoroso, popada w prawdziwą obsesję na jej punkcie. Kiedy mąż Maleny ginie na froncie, pęka bariera tłumionych żądzy, zazdrości i gniewu.","['Monica Bellucci', 'Giuseppe Sulfaro', 'Luciano Federico']",['Giuseppe Tornatore'],"['sicily, italy', 'jealousy', 'world war ii']",[18],['Dramat']
1101,en,/icXNA41gsbrr66FIyxNgo4ifCzK.jpg,2016-04-07,"[10751, 12, 18, 14]",False,The Jungle Book,278927,Księga Dżungli,6.9,False,6883,/tB2w4m0rW62MTufTjRj0gFLMVBP.jpg,42.108,"Przerażający tygrys Shere Khan, noszący na swym ciele szramy po walce z człowiekiem, postanawia wyeliminować z dżungli wszystko, co uważa za zagrożenie. Wychowany przez rodzinę wilków chłopiec o imieniu Mowgli przestaje być tam mile widziany. Zmuszony do porzucenia jedynego domu, jaki kiedykolwiek miał, Mowgli wyrusza w fascynującą podróż, podczas której odkryje swoje pochodzenie. Jego przewodnikami są pantera Bagheera, która przyjmuje rolę srogiego mentora, oraz niedźwiedź-filozof Baloo. Trójka bohaterów napotyka na swojej drodze stworzenia, które nie zawsze życzą Mowgliemu jak najlepiej. Są to między innymi pyton Kaa oraz podstępny King Louie, starający się wydobyć od Mowgliego tajemnicę nieuchwytnego i śmiertelnie niebezpiecznego „czerwonego kwiatu” – czyli ognia.  [opis dystrybutora dvd]","['Neel Sethi', 'Bill Murray', 'Ben Kingsley']",['Jon Favreau'],"['based on novel or book', 'snake', 'wolf']","[12, 10751, 14, 18]","['Przygodowy', 'Familijny', 'Fantasy', 'Dramat']"
1102,en,/lAMANwsp9dIIfQJlMusGxNLlfIA.jpg,2006-10-06,"[27, 53]",False,The Texas Chainsaw Massacre: The Beginning,10781,Teksańska masakra piłą mechaniczną: Początek,6.1,False,1278,/lTGOQk29RDqsNzD2v25dB0Rm9Jn.jpg,37.998,"Podczas ostatniej przejażdżki samochodem przed powołaniem do służby w Wietnamie dwaj przyjaciele (Handley i Bomer) wraz ze swymi dziewczynami (Baird i Brewster) uczestniczą w wypadku, za którego zbadanie bierze się miejscowy szeryf (Ermey). W ten sposób rozpoczyna się przerażająca przygoda nastolatków, podczas której zostają ściągnięci do znajdującego się na uboczu domu okropności, w którym wychowuje się młody przyszły zabójca.","['Jordana Brewster', 'Taylor Handley', 'Diora Baird']",['Jonathan Liebesman'],"['mass murder', 'chain saw', 'sadism']","[53, 27]","['Thriller', 'Horror']"
1103,en,/eCDiOAcQDSyvGepL4Qdo33EUdCZ.jpg,2002-10-31,"[14, 35, 10751]",False,The Santa Clause 2,9021,Śnięty Mikołaj 2,5.9,False,959,/ycQyXPqcTOgBNVDCTBTHBqsAbOk.jpg,41.195,"Doskonała, świąteczna komedia familijna ze studia Walta Disneya ze Świętym Mikołajem, Biegunem Północnym, elfami, reniferami, prezentami i zabawkami... W filmie Śnięty Mikołaj 2 Tim Allen powraca jako Wasz ulubiony, współczesny Mikołaj! Scott Calvin Allen pełnił funkcję Świętego Mikołaja przez ostatnie osiem lat i lojalne elfy uważają, że sprawdził się w tej roli znakomicie. Scott ma jednak poważne kłopoty; jego syn Charlie narozrabiał w szkole i znalazł się na uczniowskiej ""czarnej liście"". Na domiar złego, zgodnie z podpisanym kontraktem, Scott musi ożenić się przed najbliższą Gwiazdką, gdyż w przeciwnym razie straci swoją mikołajową moc. Śnięty Mikołaj 2 dzięki swemu humorowi, przygodom i świątecznemu nastrojowi zapewni całej rodzinie rozrywkę w długie zimowe wieczory ... i nie tylko!","['Tim Allen', 'Elizabeth Mitchell', 'David Krumholtz']",['Michael Lembeck'],"['holiday', 'christmas party', 'home']","[35, 10751, 14]","['Komedia', 'Familijny', 'Fantasy']"
1104,en,/p8xbwRTrCtcKHR9nSfjAQuDIoUN.jpg,2019-12-04,"[16, 28, 12, 35, 10751]",False,Spies in Disguise,431693,Tajni i fajni,7.7,False,2109,/lwSOhnpwrzjtKi2RD3e5RAcGzvt.jpg,44.509,"Superagent Lance Sterling (Will Smith) i naukowiec Walter Beckett (Tom Holland) są niemal dokładnymi przeciwieństwami. Lance jest pewny siebie, elegancki i obyty. Walter natomiast nie jest zbyt kontaktowy, ale nadrabia to sprytem i inwencją, wynajdując niesamowite gadżety, które Lance wykorzystuje podczas swych niezwykłych misji. Wydarzenia przybierają nieoczekiwany obrót, gdy Walter i Lance odkrywają, że dziwnym zrządzeniem losu muszą polegać na sobie w całkiem nowy sposób. A jeśli ta niedobrana para nie sprawdzi się jako zgrany duet, cały świat znajdzie się w niebezpieczeństwie...","['Will Smith', 'Tom Holland', 'Ben Mendelsohn']","['Troy Quane', 'Nick Bruno']","['spy', 'inventor', 'pigeon']","[28, 12, 35, 16, 10751]","['Akcja', 'Przygodowy', 'Komedia', 'Animacja', 'Familijny']"
1105,en,/yNn5NjNQF8m7w05Jqk2kEW2XOfU.jpg,2009-05-01,"[14, 35, 10749]",False,Ghosts of Girlfriends Past,12556,Duchy moich byłych,5.9,False,1873,/oy9Ox4WGPkOJ3656CNKasVjAnKS.jpg,44.438,"Connor Mead jest typowym łamaczem kobiecych serc. W tej samej chwili podczas trwającej telekonferencji, porzuca trzy dziewczyny. I nie ma w tym nic dziwnego, że na ślubie swojego brata, Connor ma tylko jeden cel: zdobyć jedną z druhen, której do tej pory jakimś cudem nie udało mu się uwieść. Jednak duch jego zmarłego wujka Wayne'a - który nauczył go, jak rozkochiwać i porzucać kobiety - ma inny plan. Chce odbudować wiarę Connora w prawdziwą miłość. W trakcie realizacji tej trudnej misji, wuj będzie potrzebował wielu duchów byłych dziewczyn Connora.","['Matthew McConaughey', 'Jennifer Garner', 'Michael Douglas']",['Mark Waters'],"['womanizer', 'love', 'wedding']","[35, 14, 10749]","['Komedia', 'Fantasy', 'Romans']"
1106,en,/mcNaVbq0Rp5i8Z4ThrwkocyVWjQ.jpg,2014-08-06,"[28, 53]",False,Into the Storm,216282,Epicentrum,6.0,False,1656,/b4nAeXp346irIDZhYvqlaaoQTNL.jpg,37.236,"W ciągu jednego dnia Silverton zostaje spustoszone przez niespotykaną do tej pory serię tornad. Całe miasteczko pozostaje na łasce i niełasce nieobliczalnych i śmiercionośnych cyklonów, a łowcy tornad przewidują, że najgorsze dopiero przed nimi. Większość mieszkańców szuka schronienia, lecz niektórzy ruszają w kierunku oka cyklonu. Chcą sprawdzić, jak daleko może posunąć się łowca burz, by zrobić zdjęcie swojego życia. Film ""Into the Storm"" widziany oczyma zawodowych łowców burz, żądnych wrażeń amatorów i odważnych mieszkańców miasta pozwala widzom znaleźć się w samym centrum wydarzeń i przekonać się o niszczycielskiej sile przyrody, utrwalonej w obiektywie ich aparatów.","['Richard Armitage', 'Sarah Wayne Callies', 'Alycia Debnam-Carey']",['Steven Quale'],"['tornado', 'oklahoma', 'high school graduation']","[28, 53]","['Akcja', 'Thriller']"
1107,en,/8plNT2pWlmWuTU0PetzuR781R9n.jpg,2001-07-01,"[27, 53]",False,Jeepers Creepers,8922,Smakosz,6.4,False,2145,/oG1NY1hU6hhC7TWdQBURUtAjvGv.jpg,38.93,"Co dwadzieścia trzy lata w małym miasteczku na południu Stanów powtarza się ten sam koszmar. Ludzie znikają bez śladu, by nigdy nie powrócić. Każdy modli się, by nie być następnym. Rodzeństwo Trish i Darry jadą samochodem do domu na ferie. Na pustej drodze dogania ich dziwna, stara ciężarówka o ciemnych szybach, która próbuje ich zepchnąć z drogi. Po chwili napastnik znika za zakrętem. Ale kilka kilometrów dalej będzie już na nich czekał. A okoliczni mieszkańcy wiedzą, że nikt mu jeszcze nie uciekł - szczególnie, gdy był bardzo głodny.","['Gina Philips', 'Justin Long', 'Jonathan Breck']",['Victor Salva'],"['monster', 'mass murder', 'brother']","[53, 27]","['Thriller', 'Horror']"
1108,fr,/4ieLwzPsmYmmSfy34eIIOfWu6zo.jpg,2021-05-12,"[878, 53, 27]",False,Oxygène,471498,Tlen,6.6,False,867,/jedggylU3FyIN7XRAl9WY8mrT6H.jpg,37.213,"Liz budzi się w komorze kriogenicznej. Aby przeżyć, musi zebrać wszystkie siły i ustalić, kim naprawdę jest, zanim skończy jej się tlen.","['Mélanie Laurent', 'Malik Zidi', 'Laura Boujenah']",['Alexandre Aja'],"['isolation', 'attempt to escape', 'computer']","[878, 53, 27]","['Sci-Fi', 'Thriller', 'Horror']"
1109,en,/eTM3qtGhDU8cvjpoa6KEt5E2auU.jpg,1998-07-01,"[28, 53, 878, 12]",False,Armageddon,95,Armageddon,6.8,False,6270,/sODk4VuMTt8S56zYFOr1Kx8BFqu.jpg,41.324,"Naukowcy NASA odkrywają, że za 18 dni zderzy się z Ziemią ogromna asteroida dorównująca wielkością stanowi Teksas. By zapobiec katastrofie, w którą stawką jest przyszłość całej planety, szef NASA Dan Truman (Billy Bob Thornton) decyduje się na wysłanie promu kosmicznego ze śmiertelnie niebezpieczną misją. Jej uczestnicy mają wywiercić w asteroidzie otwory i umieścić w nich ładunki nuklearne. Jedynym człowiekiem zdolnym do pokierowania taką misją jest Harry Stamper (Bruce Willis) - światowej klasy specjalista od wierceń naftowych. Los całej ludzkości i przyszłość Ziemi spoczywa w jego rękach... Spektakularne efekty specjalne, swoisty humor, wspaniałe postacie i nieustające napięcie sprawiają, że ""Armageddon"" jest niezwykłym widowiskiem, które zadowoli gusta wszystkich miłośników kina akcji.  [opis dystrybutora dvd]","['Bruce Willis', 'Billy Bob Thornton', 'Ben Affleck']",['Michael Bay'],"['saving the world', 'paris, france', 'moon']","[878, 28, 12, 53]","['Sci-Fi', 'Akcja', 'Przygodowy', 'Thriller']"
1110,en,/eBU7gCjTCj9n2LTxvCSIXXOvHkD.jpg,1985-06-07,"[12, 35, 10751]",False,The Goonies,9340,Goonies,7.5,False,4473,/imtHhH4NuKMMaSityrxhuSmtyd3.jpg,28.822,"Nastolatek Mikey Walsh znajduje w teczce ojca starą mapę do skarbów. W nadziei ocalenia domu przed rozbiórką, Mikey i jego przyjaciele Data Wang, Chunk Cohen, i Mouth Deveraux uciekają ku wielkiej przygodzie by znaleźć ukryty skarb Jednookiego Willa.","['Sean Astin', 'Josh Brolin', 'Jeff Cohen']",['Richard Donner'],"['oregon, usa', 'gang of thieves', 'treasure map']","[12, 35, 10751]","['Przygodowy', 'Komedia', 'Familijny']"
1111,en,/pF6lK6tjeoWrubVvccKfkfxLymJ.jpg,2010-01-08,"[10749, 35]",False,Leap Year,25195,Oświadczyny po irlandzku,6.9,False,1629,/wj3CRB4gY8LPsyUMydshYvCYZoR.jpg,39.963,"Amerykanka Anna wyrusza do Irlandii, gdzie przebywa jej chłopak, aby wykorzystując tamtejszą tradycję, 29 lutego oświadczyć się swojemu wybrańcowi.","['Amy Adams', 'Matthew Goode', 'John Lithgow']",['Anand Tucker'],"['taxi', 'wales', 'marriage proposal']","[35, 10749]","['Komedia', 'Romans']"
1112,en,/i1G9TxpEPHUE5CWy947XqTGrB4V.jpg,2002-12-13,"[35, 14]",False,The Hot Chick,11852,Gorąca laska,6.3,False,1491,/eqtr8gDHjouOcW1mXZwPuP9uQy1.jpg,35.21,"Cheerleaderka Jessica Spencer jest tak płytka i złośliwa jak jest piękna i popularna. Jej okrutna natura wpędza ją w kłopoty, gdy kradnie przeklęte kolczyki, które zamieniają jej ciało z 30-letnim nieudacznikiem. Upokorzona, zażenowana, z ciągłą potrzebą golenia, Jessica próbuje dociec jak wrócić do swojej poprzedniej postaci przed balem studenckim i wielkim konkursem cheerleaderek.","['Rob Schneider', 'Rachel McAdams', 'Anna Faris']",['Tom Brady'],"['sexual identity', 'identity', 'human body']","[35, 14]","['Komedia', 'Fantasy']"
